id,week_number,attendance,assignment,marks,comments,user
61498,8,80,99,90,Week 8 good.,6151
61499,9,81,94,69,Week 9 good.,6151
61500,10,81,66,97,Week 10 good.,6151
61501,1,93,66,85,Week 1 good.,6152
61502,2,81,88,83,Week 2 good.,6152
61503,3,100,94,62,Week 3 good.,6152
61504,4,85,73,86,Week 4 good.,6152
61505,5,94,79,63,Week 5 good.,6152
61506,6,97,77,81,Week 6 good.,6152
61507,7,91,99,71,Week 7 good.,6152
61508,8,87,90,88,Week 8 good.,6152
61509,9,84,72,51,Week 9 good.,6152
61510,10,92,89,87,Week 10 good.,6152
61511,1,88,72,77,Week 1 good.,6153
61512,2,83,96,73,Week 2 good.,6153
61513,3,91,82,58,Week 3 good.,6153
61514,4,85,88,92,Week 4 good.,6153
61515,5,92,78,99,Week 5 good.,6153
61516,6,89,76,76,Week 6 good.,6153
61517,7,100,92,54,Week 7 good.,6153
61518,8,92,91,81,Week 8 good.,6153
61519,9,97,74,67,Week 9 good.,6153
61520,10,99,90,51,Week 10 good.,6153
61521,1,95,69,67,Week 1 good.,6154
61522,2,93,75,57,Week 2 good.,6154
61523,3,84,60,75,Week 3 good.,6154
61524,4,89,92,80,Week 4 good.,6154
61525,5,82,87,57,Week 5 good.,6154
61526,6,93,86,64,Week 6 good.,6154
61527,7,95,100,74,Week 7 good.,6154
61528,8,99,94,71,Week 8 good.,6154
61529,9,86,96,61,Week 9 good.,6154
61530,10,82,76,53,Week 10 good.,6154
61531,1,96,95,97,Week 1 good.,6155
61532,2,80,94,89,Week 2 good.,6155
61533,3,92,72,87,Week 3 good.,6155
61534,4,96,92,62,Week 4 good.,6155
61535,5,91,86,76,Week 5 good.,6155
61536,6,95,87,99,Week 6 good.,6155
61537,7,99,72,84,Week 7 good.,6155
61538,8,90,78,76,Week 8 good.,6155
61539,9,85,95,70,Week 9 good.,6155
61540,10,95,84,96,Week 10 good.,6155
61541,1,94,85,81,Week 1 good.,6156
61542,2,96,60,50,Week 2 good.,6156
61543,3,90,69,62,Week 3 good.,6156
61544,4,94,70,100,Week 4 good.,6156
61545,5,80,86,51,Week 5 good.,6156
61546,6,83,86,97,Week 6 good.,6156
61547,7,86,65,65,Week 7 good.,6156
61548,8,94,71,67,Week 8 good.,6156
61549,9,86,93,99,Week 9 good.,6156
61550,10,89,95,74,Week 10 good.,6156
61551,1,85,65,60,Week 1 good.,6157
61552,2,98,61,86,Week 2 good.,6157
61553,3,83,78,95,Week 3 good.,6157
61554,4,85,96,66,Week 4 good.,6157
61555,5,83,76,69,Week 5 good.,6157
61556,6,82,99,81,Week 6 good.,6157
61557,7,90,85,86,Week 7 good.,6157
61558,8,84,85,88,Week 8 good.,6157
61559,9,93,70,94,Week 9 good.,6157
61560,10,96,95,73,Week 10 good.,6157
61561,1,91,69,98,Week 1 good.,6158
61562,2,85,60,89,Week 2 good.,6158
61563,3,85,85,76,Week 3 good.,6158
61564,4,89,100,71,Week 4 good.,6158
61565,5,97,72,100,Week 5 good.,6158
61566,6,87,62,96,Week 6 good.,6158
61567,7,96,67,64,Week 7 good.,6158
61568,8,96,80,87,Week 8 good.,6158
61569,9,96,87,84,Week 9 good.,6158
61570,10,98,84,61,Week 10 good.,6158
61571,1,99,67,84,Week 1 good.,6159
61572,2,87,81,51,Week 2 good.,6159
61573,3,91,73,79,Week 3 good.,6159
61574,4,93,66,50,Week 4 good.,6159
61575,5,93,98,98,Week 5 good.,6159
61576,6,100,96,92,Week 6 good.,6159
61577,7,87,63,54,Week 7 good.,6159
61578,8,81,87,61,Week 8 good.,6159
61579,9,100,68,86,Week 9 good.,6159
61580,10,92,90,97,Week 10 good.,6159
61581,1,94,94,71,Week 1 good.,6160
61582,2,96,65,55,Week 2 good.,6160
61583,3,98,62,53,Week 3 good.,6160
61584,4,94,72,56,Week 4 good.,6160
61585,5,100,78,82,Week 5 good.,6160
61586,6,98,87,91,Week 6 good.,6160
61587,7,91,69,56,Week 7 good.,6160
61588,8,82,92,91,Week 8 good.,6160
61589,9,80,87,86,Week 9 good.,6160
61590,10,96,90,64,Week 10 good.,6160
61591,1,100,71,93,Week 1 good.,6161
61592,2,92,79,99,Week 2 good.,6161
61593,3,92,77,93,Week 3 good.,6161
61594,4,100,97,70,Week 4 good.,6161
61595,5,89,97,82,Week 5 good.,6161
61596,6,85,92,88,Week 6 good.,6161
61597,7,80,71,54,Week 7 good.,6161
61598,8,95,88,72,Week 8 good.,6161
61599,9,88,99,69,Week 9 good.,6161
61600,10,83,95,57,Week 10 good.,6161
61601,1,93,91,51,Week 1 good.,6162
61602,2,93,69,79,Week 2 good.,6162
61603,3,100,79,63,Week 3 good.,6162
61604,4,90,69,72,Week 4 good.,6162
61605,5,93,97,98,Week 5 good.,6162
61606,6,97,98,81,Week 6 good.,6162
61607,7,84,85,64,Week 7 good.,6162
61608,8,94,64,100,Week 8 good.,6162
61609,9,86,91,92,Week 9 good.,6162
61610,10,88,63,52,Week 10 good.,6162
61611,1,91,95,87,Week 1 good.,6163
61612,2,92,97,54,Week 2 good.,6163
61613,3,86,87,91,Week 3 good.,6163
61614,4,92,83,56,Week 4 good.,6163
61615,5,97,99,94,Week 5 good.,6163
61616,6,96,84,84,Week 6 good.,6163
61617,7,85,61,70,Week 7 good.,6163
61618,8,82,67,74,Week 8 good.,6163
61619,9,82,99,63,Week 9 good.,6163
61620,10,97,70,87,Week 10 good.,6163
61621,1,99,94,62,Week 1 good.,6164
61622,2,100,81,93,Week 2 good.,6164
61623,3,81,65,70,Week 3 good.,6164
61624,4,100,89,77,Week 4 good.,6164
61625,5,95,63,73,Week 5 good.,6164
61626,6,90,62,61,Week 6 good.,6164
61627,7,94,64,77,Week 7 good.,6164
61628,8,82,82,52,Week 8 good.,6164
61629,9,84,85,74,Week 9 good.,6164
61630,10,93,82,50,Week 10 good.,6164
61631,1,81,73,64,Week 1 good.,6165
61632,2,100,95,87,Week 2 good.,6165
61633,3,81,96,73,Week 3 good.,6165
61634,4,89,91,99,Week 4 good.,6165
61635,5,96,93,55,Week 5 good.,6165
61636,6,96,76,98,Week 6 good.,6165
61637,7,88,95,51,Week 7 good.,6165
61638,8,96,68,80,Week 8 good.,6165
61639,9,98,86,61,Week 9 good.,6165
61640,10,94,75,66,Week 10 good.,6165
61641,1,92,72,99,Week 1 good.,6166
61642,2,92,99,76,Week 2 good.,6166
61643,3,81,64,80,Week 3 good.,6166
61644,4,98,91,69,Week 4 good.,6166
61645,5,91,88,53,Week 5 good.,6166
61646,6,84,82,54,Week 6 good.,6166
61647,7,80,63,67,Week 7 good.,6166
61648,8,81,93,89,Week 8 good.,6166
61649,9,81,82,57,Week 9 good.,6166
61650,10,94,62,62,Week 10 good.,6166
61651,1,84,69,52,Week 1 good.,6167
61652,2,94,66,63,Week 2 good.,6167
61653,3,91,86,76,Week 3 good.,6167
61654,4,96,96,69,Week 4 good.,6167
61655,5,89,64,81,Week 5 good.,6167
61656,6,83,66,62,Week 6 good.,6167
61657,7,96,94,93,Week 7 good.,6167
61658,8,92,65,50,Week 8 good.,6167
61659,9,98,83,52,Week 9 good.,6167
61660,10,97,77,92,Week 10 good.,6167
61661,1,86,71,77,Week 1 good.,6168
61662,2,81,70,73,Week 2 good.,6168
61663,3,84,80,52,Week 3 good.,6168
61664,4,89,85,82,Week 4 good.,6168
61665,5,89,76,67,Week 5 good.,6168
61666,6,91,79,50,Week 6 good.,6168
61667,7,96,85,54,Week 7 good.,6168
61668,8,90,77,95,Week 8 good.,6168
61669,9,82,72,83,Week 9 good.,6168
61670,10,84,79,56,Week 10 good.,6168
61671,1,85,71,79,Week 1 good.,6169
61672,2,91,63,53,Week 2 good.,6169
61673,3,81,79,99,Week 3 good.,6169
61674,4,100,88,51,Week 4 good.,6169
61675,5,93,68,90,Week 5 good.,6169
61676,6,95,74,67,Week 6 good.,6169
61677,7,96,100,52,Week 7 good.,6169
61678,8,95,96,76,Week 8 good.,6169
61679,9,98,90,51,Week 9 good.,6169
61680,10,99,85,60,Week 10 good.,6169
61681,1,80,69,77,Week 1 good.,6170
61682,2,99,76,57,Week 2 good.,6170
61683,3,84,89,57,Week 3 good.,6170
61684,4,91,91,68,Week 4 good.,6170
61685,5,81,92,52,Week 5 good.,6170
61686,6,98,64,98,Week 6 good.,6170
61687,7,97,78,84,Week 7 good.,6170
61688,8,89,62,100,Week 8 good.,6170
61689,9,85,81,56,Week 9 good.,6170
61690,10,94,72,51,Week 10 good.,6170
61691,1,88,91,59,Week 1 good.,6171
61692,2,96,79,82,Week 2 good.,6171
61693,3,88,68,67,Week 3 good.,6171
61694,4,94,67,97,Week 4 good.,6171
61695,5,91,79,56,Week 5 good.,6171
61696,6,92,70,69,Week 6 good.,6171
61697,7,93,75,100,Week 7 good.,6171
61698,8,91,87,90,Week 8 good.,6171
61699,9,91,91,74,Week 9 good.,6171
61700,10,92,80,63,Week 10 good.,6171
61701,1,87,88,53,Week 1 good.,6172
61702,2,93,86,89,Week 2 good.,6172
61703,3,100,94,100,Week 3 good.,6172
61704,4,95,65,70,Week 4 good.,6172
61705,5,82,88,96,Week 5 good.,6172
61706,6,90,61,63,Week 6 good.,6172
61707,7,99,76,81,Week 7 good.,6172
61708,8,100,82,70,Week 8 good.,6172
61709,9,99,65,54,Week 9 good.,6172
61710,10,86,72,63,Week 10 good.,6172
61711,1,89,64,78,Week 1 good.,6173
61712,2,85,85,75,Week 2 good.,6173
61713,3,100,84,93,Week 3 good.,6173
61714,4,84,100,85,Week 4 good.,6173
61715,5,84,68,81,Week 5 good.,6173
61716,6,80,88,67,Week 6 good.,6173
61717,7,89,77,56,Week 7 good.,6173
61718,8,98,72,57,Week 8 good.,6173
61719,9,81,71,69,Week 9 good.,6173
61720,10,88,94,73,Week 10 good.,6173
61721,1,93,89,50,Week 1 good.,6174
61722,2,83,66,71,Week 2 good.,6174
61723,3,91,78,58,Week 3 good.,6174
61724,4,81,70,52,Week 4 good.,6174
61725,5,99,60,99,Week 5 good.,6174
61726,6,97,75,86,Week 6 good.,6174
61727,7,96,99,97,Week 7 good.,6174
61728,8,95,78,97,Week 8 good.,6174
61729,9,99,83,93,Week 9 good.,6174
61730,10,95,96,96,Week 10 good.,6174
61731,1,96,98,57,Week 1 good.,6175
61732,2,98,97,82,Week 2 good.,6175
61733,3,92,71,80,Week 3 good.,6175
61734,4,83,99,58,Week 4 good.,6175
61735,5,97,69,65,Week 5 good.,6175
61736,6,82,89,64,Week 6 good.,6175
61737,7,88,99,77,Week 7 good.,6175
61738,8,99,91,78,Week 8 good.,6175
61739,9,80,73,83,Week 9 good.,6175
61740,10,83,69,100,Week 10 good.,6175
61741,1,88,63,72,Week 1 good.,6176
61742,2,85,99,92,Week 2 good.,6176
61743,3,87,91,100,Week 3 good.,6176
61744,4,90,63,98,Week 4 good.,6176
61745,5,84,64,91,Week 5 good.,6176
61746,6,83,63,97,Week 6 good.,6176
61747,7,93,96,95,Week 7 good.,6176
61748,8,99,89,99,Week 8 good.,6176
61749,9,86,62,88,Week 9 good.,6176
61750,10,81,65,54,Week 10 good.,6176
61751,1,89,60,76,Week 1 good.,6177
61752,2,99,64,71,Week 2 good.,6177
61753,3,86,64,88,Week 3 good.,6177
61754,4,91,94,78,Week 4 good.,6177
61755,5,91,89,89,Week 5 good.,6177
61756,6,84,80,88,Week 6 good.,6177
61757,7,95,93,98,Week 7 good.,6177
61758,8,88,97,90,Week 8 good.,6177
61759,9,89,83,70,Week 9 good.,6177
61760,10,81,85,55,Week 10 good.,6177
61761,1,88,66,53,Week 1 good.,6178
61762,2,93,100,95,Week 2 good.,6178
61763,3,80,64,90,Week 3 good.,6178
61764,4,83,87,53,Week 4 good.,6178
61765,5,96,70,62,Week 5 good.,6178
61766,6,91,95,95,Week 6 good.,6178
61767,7,94,90,83,Week 7 good.,6178
61768,8,85,62,92,Week 8 good.,6178
61769,9,87,62,89,Week 9 good.,6178
61770,10,95,77,76,Week 10 good.,6178
61771,1,84,82,60,Week 1 good.,6179
61772,2,84,68,77,Week 2 good.,6179
61773,3,93,99,60,Week 3 good.,6179
61774,4,83,88,66,Week 4 good.,6179
61775,5,94,98,77,Week 5 good.,6179
61776,6,98,74,65,Week 6 good.,6179
61777,7,84,90,66,Week 7 good.,6179
61778,8,89,73,72,Week 8 good.,6179
61779,9,85,65,56,Week 9 good.,6179
61780,10,91,94,71,Week 10 good.,6179
61781,1,100,77,81,Week 1 good.,6180
61782,2,90,66,54,Week 2 good.,6180
61783,3,89,65,73,Week 3 good.,6180
61784,4,81,83,76,Week 4 good.,6180
61785,5,83,89,91,Week 5 good.,6180
61786,6,87,88,57,Week 6 good.,6180
61787,7,85,96,66,Week 7 good.,6180
61788,8,82,100,55,Week 8 good.,6180
61789,9,99,61,63,Week 9 good.,6180
61790,10,91,71,94,Week 10 good.,6180
61791,1,88,69,69,Week 1 good.,6181
61792,2,92,92,79,Week 2 good.,6181
61793,3,90,92,72,Week 3 good.,6181
61794,4,85,60,72,Week 4 good.,6181
61795,5,91,77,55,Week 5 good.,6181
61796,6,87,70,66,Week 6 good.,6181
61797,7,87,100,61,Week 7 good.,6181
61798,8,87,71,80,Week 8 good.,6181
61799,9,89,65,73,Week 9 good.,6181
61800,10,81,90,54,Week 10 good.,6181
61801,1,94,97,55,Week 1 good.,6182
61802,2,91,65,98,Week 2 good.,6182
61803,3,87,84,87,Week 3 good.,6182
61804,4,88,84,85,Week 4 good.,6182
61805,5,97,95,78,Week 5 good.,6182
61806,6,93,64,57,Week 6 good.,6182
61807,7,91,79,67,Week 7 good.,6182
61808,8,84,82,85,Week 8 good.,6182
61809,9,85,65,54,Week 9 good.,6182
61810,10,98,64,76,Week 10 good.,6182
61811,1,83,81,55,Week 1 good.,6183
61812,2,91,79,78,Week 2 good.,6183
61813,3,83,82,72,Week 3 good.,6183
61814,4,97,70,83,Week 4 good.,6183
61815,5,100,67,63,Week 5 good.,6183
61816,6,93,90,61,Week 6 good.,6183
61817,7,96,68,66,Week 7 good.,6183
61818,8,95,60,92,Week 8 good.,6183
61819,9,84,83,82,Week 9 good.,6183
61820,10,80,73,85,Week 10 good.,6183
61821,1,83,64,72,Week 1 good.,6184
61822,2,90,93,62,Week 2 good.,6184
61823,3,99,84,63,Week 3 good.,6184
61824,4,94,65,69,Week 4 good.,6184
61825,5,89,89,60,Week 5 good.,6184
61826,6,92,62,52,Week 6 good.,6184
61827,7,80,90,66,Week 7 good.,6184
61828,8,87,82,56,Week 8 good.,6184
61829,9,93,100,53,Week 9 good.,6184
61830,10,95,98,96,Week 10 good.,6184
61831,1,99,63,89,Week 1 good.,6185
61832,2,81,91,83,Week 2 good.,6185
61833,3,97,68,52,Week 3 good.,6185
61834,4,82,100,68,Week 4 good.,6185
61835,5,94,88,68,Week 5 good.,6185
61836,6,84,92,59,Week 6 good.,6185
61837,7,91,98,89,Week 7 good.,6185
61838,8,93,92,62,Week 8 good.,6185
61839,9,92,92,63,Week 9 good.,6185
61840,10,94,97,95,Week 10 good.,6185
61841,1,97,62,51,Week 1 good.,6186
61842,2,88,62,90,Week 2 good.,6186
61843,3,86,87,59,Week 3 good.,6186
61844,4,80,77,50,Week 4 good.,6186
61845,5,85,68,70,Week 5 good.,6186
61846,6,100,83,87,Week 6 good.,6186
61847,7,96,64,58,Week 7 good.,6186
61848,8,95,93,98,Week 8 good.,6186
61849,9,93,79,83,Week 9 good.,6186
61850,10,92,99,86,Week 10 good.,6186
61851,1,97,91,56,Week 1 good.,6187
61852,2,93,93,70,Week 2 good.,6187
61853,3,86,73,73,Week 3 good.,6187
61854,4,80,84,90,Week 4 good.,6187
61855,5,100,77,69,Week 5 good.,6187
61856,6,94,87,50,Week 6 good.,6187
61857,7,81,90,64,Week 7 good.,6187
61858,8,87,79,88,Week 8 good.,6187
61859,9,83,83,69,Week 9 good.,6187
61860,10,97,79,87,Week 10 good.,6187
61861,1,87,72,89,Week 1 good.,6188
61862,2,82,87,51,Week 2 good.,6188
61863,3,93,95,60,Week 3 good.,6188
61864,4,95,68,52,Week 4 good.,6188
61865,5,84,70,81,Week 5 good.,6188
61866,6,92,80,54,Week 6 good.,6188
61867,7,100,83,59,Week 7 good.,6188
61868,8,82,70,50,Week 8 good.,6188
61869,9,98,77,82,Week 9 good.,6188
61870,10,95,61,89,Week 10 good.,6188
61871,1,88,69,83,Week 1 good.,6189
61872,2,82,94,93,Week 2 good.,6189
61873,3,85,90,86,Week 3 good.,6189
61874,4,80,74,56,Week 4 good.,6189
61875,5,89,60,57,Week 5 good.,6189
61876,6,97,92,66,Week 6 good.,6189
61877,7,87,64,63,Week 7 good.,6189
61878,8,93,90,79,Week 8 good.,6189
61879,9,92,88,69,Week 9 good.,6189
61880,10,87,78,85,Week 10 good.,6189
61881,1,88,99,76,Week 1 good.,6190
61882,2,82,88,92,Week 2 good.,6190
61883,3,97,79,50,Week 3 good.,6190
61884,4,90,88,68,Week 4 good.,6190
61885,5,88,80,83,Week 5 good.,6190
61886,6,97,95,97,Week 6 good.,6190
61887,7,100,98,65,Week 7 good.,6190
61888,8,81,68,78,Week 8 good.,6190
61889,9,97,77,71,Week 9 good.,6190
61890,10,92,95,58,Week 10 good.,6190
61891,1,82,83,81,Week 1 good.,6191
61892,2,98,90,61,Week 2 good.,6191
61893,3,92,79,66,Week 3 good.,6191
61894,4,83,62,90,Week 4 good.,6191
61895,5,87,65,77,Week 5 good.,6191
61896,6,97,90,71,Week 6 good.,6191
61897,7,92,71,71,Week 7 good.,6191
61898,8,93,68,77,Week 8 good.,6191
61899,9,99,90,79,Week 9 good.,6191
61900,10,89,79,93,Week 10 good.,6191
61901,1,91,99,83,Week 1 good.,6192
61902,2,83,75,86,Week 2 good.,6192
61903,3,97,65,89,Week 3 good.,6192
61904,4,86,75,70,Week 4 good.,6192
61905,5,81,74,70,Week 5 good.,6192
61906,6,83,76,51,Week 6 good.,6192
61907,7,99,77,69,Week 7 good.,6192
61908,8,95,70,90,Week 8 good.,6192
61909,9,94,75,74,Week 9 good.,6192
61910,10,83,98,55,Week 10 good.,6192
61911,1,86,69,100,Week 1 good.,6193
61912,2,87,100,70,Week 2 good.,6193
61913,3,83,89,66,Week 3 good.,6193
61914,4,100,84,100,Week 4 good.,6193
61915,5,85,71,71,Week 5 good.,6193
61916,6,99,79,53,Week 6 good.,6193
61917,7,82,100,88,Week 7 good.,6193
61918,8,83,69,57,Week 8 good.,6193
61919,9,82,99,55,Week 9 good.,6193
61920,10,83,99,66,Week 10 good.,6193
61921,1,92,77,74,Week 1 good.,6194
61922,2,81,97,83,Week 2 good.,6194
61923,3,88,80,71,Week 3 good.,6194
61924,4,88,70,54,Week 4 good.,6194
61925,5,83,68,73,Week 5 good.,6194
61926,6,94,83,73,Week 6 good.,6194
61927,7,82,70,58,Week 7 good.,6194
61928,8,81,62,66,Week 8 good.,6194
61929,9,86,73,90,Week 9 good.,6194
61930,10,82,100,74,Week 10 good.,6194
61931,1,83,76,57,Week 1 good.,6195
61932,2,83,94,74,Week 2 good.,6195
61933,3,100,76,79,Week 3 good.,6195
61934,4,94,88,87,Week 4 good.,6195
61935,5,88,100,69,Week 5 good.,6195
61936,6,94,71,55,Week 6 good.,6195
61937,7,94,91,93,Week 7 good.,6195
61938,8,93,74,54,Week 8 good.,6195
61939,9,92,92,52,Week 9 good.,6195
61940,10,87,79,93,Week 10 good.,6195
61941,1,100,65,50,Week 1 good.,6196
61942,2,89,68,72,Week 2 good.,6196
61943,3,93,90,61,Week 3 good.,6196
61944,4,91,97,76,Week 4 good.,6196
61945,5,97,84,94,Week 5 good.,6196
61946,6,99,96,95,Week 6 good.,6196
61947,7,81,76,62,Week 7 good.,6196
61948,8,96,71,76,Week 8 good.,6196
61949,9,89,100,86,Week 9 good.,6196
61950,10,100,78,56,Week 10 good.,6196
61951,1,93,64,58,Week 1 good.,6197
61952,2,89,70,60,Week 2 good.,6197
61953,3,90,77,74,Week 3 good.,6197
61954,4,88,67,80,Week 4 good.,6197
61955,5,97,63,95,Week 5 good.,6197
61956,6,98,81,62,Week 6 good.,6197
61957,7,86,91,72,Week 7 good.,6197
61958,8,88,80,73,Week 8 good.,6197
61959,9,95,89,55,Week 9 good.,6197
61960,10,100,61,89,Week 10 good.,6197
61961,1,89,92,60,Week 1 good.,6198
61962,2,80,68,84,Week 2 good.,6198
61963,3,91,62,87,Week 3 good.,6198
61964,4,96,93,79,Week 4 good.,6198
61965,5,99,99,86,Week 5 good.,6198
61966,6,100,77,59,Week 6 good.,6198
61967,7,96,74,74,Week 7 good.,6198
61968,8,84,78,63,Week 8 good.,6198
61969,9,93,74,89,Week 9 good.,6198
61970,10,95,61,62,Week 10 good.,6198
61971,1,93,72,80,Week 1 good.,6199
61972,2,92,72,93,Week 2 good.,6199
61973,3,85,73,94,Week 3 good.,6199
61974,4,99,99,64,Week 4 good.,6199
61975,5,97,79,73,Week 5 good.,6199
61976,6,87,89,51,Week 6 good.,6199
61977,7,87,96,91,Week 7 good.,6199
61978,8,100,80,60,Week 8 good.,6199
61979,9,84,81,72,Week 9 good.,6199
61980,10,82,89,51,Week 10 good.,6199
61981,1,84,83,64,Week 1 good.,6200
61982,2,85,83,70,Week 2 good.,6200
61983,3,90,88,65,Week 3 good.,6200
61984,4,80,78,97,Week 4 good.,6200
61985,5,94,94,82,Week 5 good.,6200
61986,6,88,79,54,Week 6 good.,6200
61987,7,93,73,62,Week 7 good.,6200
61988,8,82,86,65,Week 8 good.,6200
61989,9,81,82,86,Week 9 good.,6200
61990,10,96,72,81,Week 10 good.,6200
61991,1,91,94,56,Week 1 good.,6201
61992,2,98,90,65,Week 2 good.,6201
61993,3,82,74,98,Week 3 good.,6201
61994,4,85,86,96,Week 4 good.,6201
61995,5,98,88,99,Week 5 good.,6201
61996,6,99,91,63,Week 6 good.,6201
61997,7,85,98,67,Week 7 good.,6201
61998,8,88,88,78,Week 8 good.,6201
61999,9,89,87,62,Week 9 good.,6201
62000,10,85,85,90,Week 10 good.,6201
62001,1,92,93,66,Week 1 good.,6202
62002,2,91,82,78,Week 2 good.,6202
62003,3,89,67,54,Week 3 good.,6202
62004,4,82,97,84,Week 4 good.,6202
62005,5,81,67,52,Week 5 good.,6202
62006,6,88,89,53,Week 6 good.,6202
62007,7,95,86,71,Week 7 good.,6202
62008,8,84,67,92,Week 8 good.,6202
62009,9,97,61,81,Week 9 good.,6202
62010,10,95,67,80,Week 10 good.,6202
62011,1,84,85,59,Week 1 good.,6203
62012,2,94,65,61,Week 2 good.,6203
62013,3,99,70,78,Week 3 good.,6203
62014,4,85,99,99,Week 4 good.,6203
62015,5,87,67,88,Week 5 good.,6203
62016,6,81,88,54,Week 6 good.,6203
62017,7,92,82,88,Week 7 good.,6203
62018,8,94,79,77,Week 8 good.,6203
62019,9,83,77,95,Week 9 good.,6203
62020,10,90,74,63,Week 10 good.,6203
62021,1,89,76,99,Week 1 good.,6204
62022,2,92,94,56,Week 2 good.,6204
62023,3,80,85,98,Week 3 good.,6204
62024,4,100,87,57,Week 4 good.,6204
62025,5,81,78,82,Week 5 good.,6204
62026,6,91,76,82,Week 6 good.,6204
62027,7,95,98,93,Week 7 good.,6204
62028,8,85,61,57,Week 8 good.,6204
62029,9,88,66,69,Week 9 good.,6204
62030,10,85,62,74,Week 10 good.,6204
62031,1,93,70,94,Week 1 good.,6205
62032,2,87,81,80,Week 2 good.,6205
62033,3,80,100,52,Week 3 good.,6205
62034,4,85,89,69,Week 4 good.,6205
62035,5,80,78,64,Week 5 good.,6205
62036,6,81,88,87,Week 6 good.,6205
62037,7,83,75,94,Week 7 good.,6205
62038,8,80,88,63,Week 8 good.,6205
62039,9,91,78,58,Week 9 good.,6205
62040,10,95,98,93,Week 10 good.,6205
62041,1,99,94,99,Week 1 good.,6206
62042,2,87,71,96,Week 2 good.,6206
62043,3,95,97,52,Week 3 good.,6206
62044,4,87,79,81,Week 4 good.,6206
62045,5,98,96,60,Week 5 good.,6206
62046,6,88,79,57,Week 6 good.,6206
62047,7,93,96,97,Week 7 good.,6206
62048,8,93,72,59,Week 8 good.,6206
62049,9,92,91,53,Week 9 good.,6206
62050,10,83,88,56,Week 10 good.,6206
62051,1,99,62,88,Week 1 good.,6207
62052,2,98,98,58,Week 2 good.,6207
62053,3,93,67,64,Week 3 good.,6207
62054,4,100,74,83,Week 4 good.,6207
62055,5,93,83,75,Week 5 good.,6207
62056,6,99,98,79,Week 6 good.,6207
62057,7,91,77,52,Week 7 good.,6207
62058,8,82,79,60,Week 8 good.,6207
62059,9,89,60,100,Week 9 good.,6207
62060,10,94,75,82,Week 10 good.,6207
62061,1,96,81,52,Week 1 good.,6208
62062,2,81,67,51,Week 2 good.,6208
62063,3,87,62,59,Week 3 good.,6208
62064,4,92,67,70,Week 4 good.,6208
62065,5,85,76,72,Week 5 good.,6208
62066,6,99,77,89,Week 6 good.,6208
62067,7,89,61,83,Week 7 good.,6208
62068,8,100,94,68,Week 8 good.,6208
62069,9,97,94,99,Week 9 good.,6208
62070,10,87,72,100,Week 10 good.,6208
62071,1,96,84,74,Week 1 good.,6209
62072,2,91,93,95,Week 2 good.,6209
62073,3,84,83,99,Week 3 good.,6209
62074,4,83,66,96,Week 4 good.,6209
62075,5,99,71,85,Week 5 good.,6209
62076,6,80,66,66,Week 6 good.,6209
62077,7,91,64,83,Week 7 good.,6209
62078,8,87,81,68,Week 8 good.,6209
62079,9,82,77,92,Week 9 good.,6209
62080,10,97,70,93,Week 10 good.,6209
62081,1,97,77,57,Week 1 good.,6210
62082,2,82,93,61,Week 2 good.,6210
62083,3,99,68,52,Week 3 good.,6210
62084,4,96,97,89,Week 4 good.,6210
62085,5,87,70,60,Week 5 good.,6210
62086,6,88,70,87,Week 6 good.,6210
62087,7,87,74,82,Week 7 good.,6210
62088,8,91,74,100,Week 8 good.,6210
62089,9,80,92,81,Week 9 good.,6210
62090,10,91,93,58,Week 10 good.,6210
62091,1,85,91,73,Week 1 good.,6211
62092,2,84,66,89,Week 2 good.,6211
62093,3,100,76,75,Week 3 good.,6211
62094,4,85,67,96,Week 4 good.,6211
62095,5,98,95,89,Week 5 good.,6211
62096,6,83,83,98,Week 6 good.,6211
62097,7,94,96,70,Week 7 good.,6211
62098,8,96,61,55,Week 8 good.,6211
62099,9,81,86,72,Week 9 good.,6211
62100,10,97,96,64,Week 10 good.,6211
62101,1,94,93,96,Week 1 good.,6212
62102,2,98,99,55,Week 2 good.,6212
